tweet,label,clean_text,label_text,text_length,word_count
"مدير صبيطار محمد الخامس فطنجة كيهدد اللي كيخرجو الفايك نيوز على المؤسسة ديالو بالمتابعة القضائية,",1,"مدير صبيطار محمد الخامس فطنجة كيهدد اللي كيخرجو الفايك نيوز على المؤسسة ديالو بالمتابعة القضائية,",neutral,97,15
أغنية جمبلة بتوفيق نجوى',0,أغنية جمبلة بتوفيق نجوى',positive,24,4
Salam Samira Brit Nsowelk Kantmna Tjawbini Walaw Mera 201,2,Salam Samira Brit Nsowelk Kantmna Tjawbini Walaw Mera 201,negative,57,9
الدولة Botswana هي أول دولة أفريقيا في الاستقرار والأمن. المغرب في المرتبة الثانية. ابحث عنه,0,الدولة Botswana هي أول دولة أفريقيا في الاستقرار والأمن. المغرب في المرتبة الثانية. ابحث عنه,positive,92,15
anis hilou wa mabelle malikkate el jamale lemma ikounou m3a ba3dh ya rabbi 3assaleya rab ehfad7oum min elachrar,0,anis hilou wa mabelle malikkate el jamale lemma ikounou ma badh ya rabbi assaleya rab ehfadoum min elachrar,positive,107,18
بنكيران غادي في الطريق الصحيح نحو الهاوية,2,بنكيران غادي في الطريق الصحيح نحو الهاوية,negative,41,7
lyom salit my duties bkri nmchi n3ss ta y9rb ybda l match,1,lyom salit my duties bkri nmchi nss ta yrb ybda l match,neutral,55,12
"متهم صبليوني فقضية احتيال على مجلس مدينة مدريد هرب للصويرة,",1,"متهم صبليوني فقضية احتيال على مجلس مدينة مدريد هرب للصويرة,",neutral,59,10
اش غدا نقول الله اعطكم الذل معكم تقة في رؤوسكم شكون لي مسوق ليكم ازوركم عزرائيل انشاء الله',2,اش غدا نقول الله اعطكم الذل معكم تقة في رؤوسكم شكون لي مسوق ليكم ازوركم عزرائيل انشاء الله',negative,91,18
: بالنسبة لي فاش كنا حنا ولاد باب ايلان فمراكش تامشيو نلعبو الكورة فتيران الصابرة فحي حدانا سميتو الفخارة و بما ان…,1,: بالنسبة لي فاش كنا حنا ولاد باب ايلان فمراكش تامشيو نلعبو الكورة فتيران الصابرة فحي حدانا سميتو الفخارة و بما ان…,neutral,115,22
ana tsdmt fak sara7a mohim akid wlad bladna nti 7ora kant kan39al 3la hadra kat9oli oki mrc,1,ana tsdmt fak saraa mohim akid wlad bladna nti ora kant kanal la hadra katoli oki mrc,neutral,85,17
الناس كتموت بالجوع عطيهم غير ما ياكلو',2,الناس كتموت بالجوع عطيهم غير ما ياكلو',negative,38,7
البام ب لا زرقة  و لا مرقة انشاء الله ضد في العدالة والتنمية,0,البام ب لا زرقة و لا مرقة انشاء الله ضد في العدالة والتنمية,positive,59,13
wghir khraj tasl b 3a2iltha ima wald bladha ma7achahach liha fkhtra,2,wghir khraj tasl b ailtha ima wald bladha maachahach liha fkhtra,negative,64,11
fati mtnsaych twsli liha bli hta ihab osouhaila oamire khazi o3li chada o two ton o salma rachid otechkor jmohre 3li li kiswtliha,1,fati mtnsaych twsli liha bli hta ihab osouhaila oamire khazi oli chada o two ton o salma rachid otechkor jmohre li li kiswtliha,neutral,127,23
bnadem tako f kolchi ta men lgaro aw,2,bnadem tako f kolchi ta men lgaro aw,negative,36,8
"المغرب وجد بروجي جديد للسياسة الدوائية 2022-2026 وايت الطالب طلق المشروع بتعاون مع منظمة الصحة العالمية,",1,"المغرب وجد بروجي جديد للسياسة الدوائية - وايت الطالب طلق المشروع بتعاون مع منظمة الصحة العالمية,",neutral,96,16
tsnay njiib lik wahd dj sakn f rabat,1,tsnay njiib lik wahd dj sakn f rabat,neutral,36,8
هذا الطفل الفلسطيني أشرف من العالم كله',0,هذا الطفل الفلسطيني أشرف من العالم كله',positive,39,7
3lach 3mro ja lih,1,lach mro ja lih,neutral,15,4
نحن دولة إسلامية ونعتز بها إسلامنا وعلبةنا,0,نحن دولة إسلامية ونعتز بها إسلامنا وعلبةنا,positive,42,7
rabii dima jay mn jihtna kamal 9lk ana mab9itch mn lajna monadimaa tasslo b mihrajan,1,rabii dima jay mn jihtna kamal lk ana mabitch mn lajna monadimaa tasslo b mihrajan,neutral,82,15
naryy kayn chi w7din f twittoma khsshom ghir 100,1,naryy kayn chi wdin f twittoma khsshom ghir,neutral,43,8
"رئيس حكومة مليلية باقي كيستفز المغرب : الانضمام إلى الناتو غادي يعاون فتعزيز أمننا ودفاعنا واخا جارنا مباغيش مايمكنش نعيشو تحت صباط المغرب,",1,"رئيس حكومة مليلية باقي كيستفز المغرب : الانضمام إلى الناتو غادي يعاون فتعزيز أمننا ودفاعنا واخا جارنا مباغيش مايمكنش نعيشو تحت صباط المغرب,",neutral,139,23
شرذمة اوروبا وامريكا يتطاولون ع اطفال فلسطين العزل ',2,شرذمة اوروبا وامريكا يتطاولون ع اطفال فلسطين العزل ',negative,52,9
lmohim chi ghadi ou chi jay,1,lmohim chi ghadi ou chi jay,neutral,27,6
syed galia kanhder m3a jemti o ana ngolih ina wehda fihom alors que hia katsm3 o kat3rfni mn fou9,1,syed galia kanhder ma jemti o ana ngolih ina wehda fihom alors que hia katsm o katrfni mn fou,neutral,93,19
بالروح بالدم نفديك يا ملك',0,بالروح بالدم نفديك يا ملك',positive,26,5
كلنا بنكيران رمز الشرف و الكرامة و عزة النفس .شكون متافق.و اللي ممتافقش إقول علاش؟؟؟؟,0,كلنا بنكيران رمز الشرف و الكرامة و عزة النفس .شكون متافق.و اللي ممتافقش إقول علاش؟؟؟؟,positive,85,15
wooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,0,wooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo oooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo,positive,463,2
shreft nhar ja ben harper lmaghrib o mahamqtsh rassi nmshi ntferej fih,2,shreft nhar ja ben harper lmaghrib o mahamqtsh rassi nmshi ntferej fih,negative,70,12
احسن دولة في العالم العربي و الاسلامي المملكة العربية السعودية بها مكه وبمكةولد النبي محمد صلى الله عليه وسلم,0,احسن دولة في العالم العربي و الاسلامي المملكة العربية السعودية بها مكه وبمكةولد النبي محمد صلى الله عليه وسلم,positive,109,19
"جمعية مستوردي الطوموبيلات: المبيعات نقصات ب6.26 فالمية فاللخر ديال شهر مارس الفايت – أرقام,",1,"جمعية مستوردي الطوموبيلات: المبيعات نقصات ب. فالمية فاللخر ديال شهر مارس الفايت – أرقام,",neutral,88,14
"بعد زيارة سانشيث للرباط.. رئيس الحكومة المحلية ديال جزر الكناري حتى هو باغي يجي للمغرب,",1,"بعد زيارة سانشيث للرباط.. رئيس الحكومة المحلية ديال جزر الكناري حتى هو باغي يجي للمغرب,",neutral,87,15
kidhkoni likolo bli swto dade hanane yala warona fi had simana okhaliw la9b ykon lmghrib 3arbi 3ndkom mt9doch,2,kidhkoni likolo bli swto dade hanane yala warona fi had simana okhaliw lab ykon lmghrib arbi ndkom mtdoch,negative,105,18
"نايضة ففرنسا مع بداية حملة الدوزيام تور ديال الانتخابات الرئاسية.. الآلاف من المحتجين خرجو للشارع ضد مارين لوبان,",1,"نايضة ففرنسا مع بداية حملة الدوزيام تور ديال الانتخابات الرئاسية.. الآلاف من المحتجين خرجو للشارع ضد مارين لوبان,",neutral,113,18
الناظور لن تكون جميلة الى بإطلاق سراح المعتقلين ناصر زفزفي ومن معه الله يطلق سراحهم',2,الناظور لن تكون جميلة الى بإطلاق سراح المعتقلين ناصر زفزفي ومن معه الله يطلق سراحهم',negative,84,15
هاد السيد واعر عندو مهارات مكيناش عند رونالدو مي عندو السرعة زيرو',0,هاد السيد واعر عندو مهارات مكيناش عند رونالدو مي عندو السرعة زيرو',positive,66,12
"لي كيتفرج فلهنود كيتخيل كرو غايحامي 4 فدقة مني غيكون غادي مع مرتو ويوقفو عليه , كيعيشو أوهام , و أفكار ميمكنش التحقق في الواقع إطلاااااقا",2,"لي كيتفرج فلهنود كيتخيل كرو غايحامي فدقة مني غيكون غادي مع مرتو ويوقفو عليه , كيعيشو أوهام , و أفكار ميمكنش التحقق في الواقع إطلاااااقا",negative,135,25
ya 9awm ya as7ab fitna ba3do 3an said 2a7san likom ida 7abin tcheharo 7alkon b3id 3an said wa ila mara7 y7sal khir,2,ya awm ya asab fitna bado an said asan likom ida abin tcheharo alkon bid an said wa ila mara ysal khir,negative,102,22
"بعد اجتماع الأغلبية.. العنصر لـ”كَود”: كاين تعبير على إرادة للاستجابة لمطالب المغاربة فهاد لاكريز ولكن باقي خاص عدد من الإجراءات,",1,"بعد اجتماع الأغلبية.. العنصر لـ”كَود”: كاين تعبير على إرادة للاستجابة لمطالب المغاربة فهاد لاكريز ولكن باقي خاص عدد من الإجراءات,",neutral,129,20
"لاراثون : أحزاب إسبانية قدمات مبادرة ف “ال كونكريسو” لـ “تصحيح” موقف حكومة سانشيث الداعم للمقترح المغربي والعودة إلى دعم تقرير المصير,",1,"لاراثون : أحزاب إسبانية قدمات مبادرة ف “ال كونكريسو” لـ “تصحيح” موقف حكومة سانشيث الداعم للمقترح المغربي والعودة إلى دعم تقرير المصير,",neutral,134,22
لعنة الله على أصل مكم',2,لعنة الله على أصل مكم',negative,22,5
هدا هوالاضراب الحضاري، كل واحد عارف مسؤولياته. المهم يجب على الحكومة ان تكون في المستوى،  للرد على المضربين بطرق حضارية.,0,هدا هوالاضراب الحضاري، كل واحد عارف مسؤولياته. المهم يجب على الحكومة ان تكون في المستوى، للرد على المضربين بطرق حضارية.,positive,119,20
بوركت على كلامك الجميل',0,بوركت على كلامك الجميل',positive,23,4
"رئيس الحكومة: الدولة كتدفع 2320 ريال باش تبقى البوطة ب800 دريال والاعتراف كيجينا من البراني,",1,"رئيس الحكومة: الدولة كتدفع ريال باش تبقى البوطة ب دريال والاعتراف كيجينا من البراني,",neutral,84,14
wach hadchi li kteb mosaab yalah had liyam wla ch7al hada,1,wach hadchi li kteb mosaab yalah had liyam wla chal hada,neutral,56,11
aji lkhas nchof wach n9dar nsa3dak,0,aji lkhas nchof wach ndar nsadak,positive,32,6
"قالوها فالقصر ديال الخياط المحرشي فالرباط..قادة البام: مكاينش تعديل حكومي,",1,"قالوها فالقصر ديال الخياط المحرشي فالرباط..قادة البام: مكاينش تعديل حكومي,",neutral,74,10
la hada dima tank o khli tatkoun team mourak o dkhol b ulti hhhhhhhhhhhhhh o rj3 o khli l ad ytklfou,1,la hada dima tank o khli tatkoun team mourak o dkhol b ulti hhhhhhhhhhhhhh o rj o khli l ad ytklfou,neutral,99,21
كلنا مع بنكيران لاستكمال الاصلاح,0,كلنا مع بنكيران لاستكمال الاصلاح,positive,32,5
b9aw na3ssin ba9a lihom 100 oydiw sadara please hal3arr b9a ghir lyoum blama t7achmouna orah ghir l7ad ma3andkom 7ta 3odr,2,baw nassin baa lihom oydiw sadara please halarr ba ghir lyoum blama tachmouna orah ghir lad maandkom ta odr,negative,107,19
nasim tifl lmodalal dyal lmgharba kanmoto fik bzaf ghani nta o hanan o sohayla o ihab cha3bi ochatho nmoto fikom,0,nasim tifl lmodalal dyal lmgharba kanmoto fik bzaf ghani nta o hanan o sohayla o ihab chabi ochatho nmoto fikom,positive,111,20
"عصابة جديدة كتزور وثائق الحصول على “فيزا شنكَن” ففاس.. بدات المحاكمة فالجنايات الاستئنافية وها التهم اللي عليهم,",1,"عصابة جديدة كتزور وثائق الحصول على “فيزا شنكَن” ففاس.. بدات المحاكمة فالجنايات الاستئنافية وها التهم اللي عليهم,",neutral,112,17
"وزير خارجية اسبانيا غادي يزور مراكش الشهر الجاي لحضور اجتماع التحالف الدولي ضد داعش,",1,"وزير خارجية اسبانيا غادي يزور مراكش الشهر الجاي لحضور اجتماع التحالف الدولي ضد داعش,",neutral,84,14
سوف يضيع Maghreb لدينا ، بلدنا ، روحي ، ...,0,سوف يضيع Maghreb لدينا ، بلدنا ، روحي ، ...,positive,43,10
صوتوا على الدكتورة نبيلة منيب امرأة عضيمة الرمز الرسالة,0,صوتوا على الدكتورة نبيلة منيب امرأة عضيمة الرمز الرسالة,positive,55,9
يلعن كرامتك أن بقي منها شيئ اصلآ ذليل قزم ذيل الكلب',2,يلعن كرامتك أن بقي منها شيئ اصلآ ذليل قزم ذيل الكلب',negative,52,11
merayam momkin chi tliba ghira pliz manak,1,merayam momkin chi tliba ghira pliz manak,neutral,41,7
tjib fuck biha chi delaa f maghirb,2,tjib fuck biha chi delaa f maghirb,negative,34,7
fathin ni9ach blabiya hhh hadi whda makhalt la ibtissam la abdsalam o hadra khayba onass sayma,1,fathin niach blabiya hhh hadi whda makhalt la ibtissam la abdsalam o hadra khayba onass sayma,neutral,93,16
bnadam msaba9 l3ib ba9i ma3rafna ach kayn lmohim nakhli ou sawti rahmab9a walo aji wach 3raft kayn bonus fmeditel 3and wahad,2,bnadam msaba lib bai marafna ach kayn lmohim nakhli ou sawti rahmaba walo aji wach raft kayn bonus fmeditel and wahad,negative,117,21
hhhhhhh hna bax t3raf maroc xhal 9asa7 wxhal makitfakxi ta7iya lwlad bladi li dima wa9fin fe jnb 🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦,0,hhhhhhh hna bax traf maroc xhal asa wxhal makitfakxi taiya lwlad bladi li dima wafin fe jnb 🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦🇲🇦,positive,152,18
"الانتخابات الرئاسية الفرنسية. المعجزة ما طلعاتش ولد طنجة للدور الثاني واليمين المتطرف قريب للاليزي. بوبين وماكرون فمواجهة مختالفة على 2017,",1,"الانتخابات الرئاسية الفرنسية. المعجزة ما طلعاتش ولد طنجة للدور الثاني واليمين المتطرف قريب للاليزي. بوبين وماكرون فمواجهة مختالفة على ,",neutral,135,20
fati ila hdarti m3a hanan plz 9oli liha tb9a mzyan m3a kolchi ma tbadal m3a hta had plz kolhom,0,fati ila hdarti ma hanan plz oli liha tba mzyan ma kolchi ma tbadal ma hta had plz kolhom,positive,89,19
النهاري وامثاله ياكلون الغلة ويلسون الملة ',2,النهاري وامثاله ياكلون الغلة ويلسون الملة ',negative,43,7
dakchi li wla souk choughl baghi,1,dakchi li wla souk choughl baghi,neutral,32,6
li machi tiskati yedkhol sou9 rasso awli wela kolchi yhol fomo 3ela ibtissam yal a sareh dahakti fina jiran,2,li machi tiskati yedkhol sou rasso awli wela kolchi yhol fomo ela ibtissam yal a sareh dahakti fina jiran,negative,105,19
i love you dounya ana kanbrik ou kantmnalk masira faniya mot9dima ou sa3ada inchaelah,0,i love you dounya ana kanbrik ou kantmnalk masira faniya motdima ou saada inchaelah,positive,83,14
"لوطوروت كازا– برشيد : أشغال باش يديرو جسر الراجلين عند النقطة الكيلومترية PK3,",1,"لوطوروت كازا– برشيد : أشغال باش يديرو جسر الراجلين عند النقطة الكيلومترية PK,",neutral,77,13
nti mcharfana wkanmoto alik allah wafekek a lhbiba dyalna,0,nti mcharfana wkanmoto alik allah wafekek a lhbiba dyalna,positive,57,9
chd l bus n 4 y7tk f 2 mars w ched taxi byd mn salonique,1,chd l bus n ytk f mars w ched taxi byd mn salonique,neutral,51,13
قاصر ينتحر شنقا حيث ماجابش نقطة مزيانة في الامتحان',2,قاصر ينتحر شنقا حيث ماجابش نقطة مزيانة في الامتحان',negative,51,9
عندما كان المغربي يجاهد لتحرير ارضه في الصحراء ماء العينين وفي الاطلس حمو الزياني وفي الريف الخطابي وفي الشمال الريسوني وغيرهم الكثير في باقي المناطق كان الجزائري يقدم النبيذ للفرنسي ولا يعرف معنة الشرف او الحرمة او العرض بعد المسرحية المفبركة نع فرنسا اصبح الجزائري وحده من قاوم الاستعمار واصبح المرتزق الموريتاني والتشادي يطالب بالصحراء المغربية انه البيترودولار الليبي والجزائري مع الدعم الاعلامي واللوجيستي المصري والسوري انظروا ما فعل الخليج بسوريا وهم ما كام سيحصل للمغاربة لولا بسالة المجاهدين المرابطين اسود الوغى قهروا الحركي ومرتزقته بامكانيات بسيطة فما بالكم اليوم وقد انقلبت الاية واصبح المغرب اقوى والعدو اضعف بكثير لم تبقى الا الضربة القاضية الضربة الساحقة الفتاكة باستقلال الجمهورية القبايلية الامازيغية الشقيقة عن الاحتلال الجزائري الذي فرضته عليهم فرنسا',0,عندما كان المغربي يجاهد لتحرير ارضه في الصحراء ماء العينين وفي الاطلس حمو الزياني وفي الريف الخطابي وفي الشمال الريسوني وغيرهم الكثير في باقي المناطق كان الجزائري يقدم النبيذ للفرنسي ولا يعرف معنة الشرف او الحرمة او العرض بعد المسرحية المفبركة نع فرنسا اصبح الجزائري وحده من قاوم الاستعمار واصبح المرتزق الموريتاني والتشادي يطالب بالصحراء المغربية انه البيترودولار الليبي والجزائري مع الدعم الاعلامي واللوجيستي المصري والسوري انظروا ما فعل الخليج بسوريا وهم ما كام سيحصل للمغاربة لولا بسالة المجاهدين المرابطين اسود الوغى قهروا الحركي ومرتزقته بامكانيات بسيطة فما بالكم اليوم وقد انقلبت الاية واصبح المغرب اقوى والعدو اضعف بكثير لم تبقى الا الضربة القاضية الضربة الساحقة الفتاكة باستقلال الجمهورية القبايلية الامازيغية الشقيقة عن الاحتلال الجزائري الذي فرضته عليهم فرنسا',positive,771,119
ana akhida mafi meno 3a maghribi,1,ana akhida mafi meno a maghribi,neutral,31,6
bent bladi bamout fiki nti wihab ntmana tbadaw tsaliw rah salat aham haja bach rabi y3awenkom wlh naseha likom,0,bent bladi bamout fiki nti wihab ntmana tbadaw tsaliw rah salat aham haja bach rabi yawenkom wlh naseha likom,positive,109,19
"روسي عايش فالمغرب مورط فپيراطاج ديال مكالمات دولية.. شداتو “لابيجي” فحي المسيرة فتمارة وها كيفاش تفضح,",1,"روسي عايش فالمغرب مورط فپيراطاج ديال مكالمات دولية.. شداتو “لابيجي” فحي المسيرة فتمارة وها كيفاش تفضح,",neutral,102,16
7it hado ghir kaykhrb9o ktr mn systeme hh,1,it hado ghir kaykhrbo ktr mn systeme hh,neutral,39,8
"قالو عني مخزني, بوليسي و بلطجي ♦ فكـفاني فخرا أن أحمي ديني و وطني'",0,"قالو عني مخزني, بوليسي و بلطجي ♦ فكـفاني فخرا أن أحمي ديني و وطني'",positive,66,14
arwa barnamaj dyalha hadi hal9a 9bl akhiira mn had mawssim bla matherjoha otb9aw talbo b iibtissam,1,arwa barnamaj dyalha hadi hala bl akhiira mn had mawssim bla matherjoha otbaw talbo b iibtissam,neutral,95,16
عيب حتى حاجة ماتفرح، حيط بلا أساس و المياه تغمره، فين المهندس، المقاول، الجماعة .',2,عيب حتى حاجة ماتفرح، حيط بلا أساس و المياه تغمره، فين المهندس، المقاول، الجماعة .',negative,82,15
نظافة يدكم يشهد به الخصوم قبل الأصدقاء.',0,نظافة يدكم يشهد به الخصوم قبل الأصدقاء.',positive,40,7
"بالتزامن مع زيارة سانشيث للمغرب. “إل اسبانيول” : المغرب غادي يوافق على إعادة القاصرين من سبتة,",1,"بالتزامن مع زيارة سانشيث للمغرب. “إل اسبانيول” : المغرب غادي يوافق على إعادة القاصرين من سبتة,",neutral,94,16
..كفى من كنزها في البنوك فستكوى بها جباهكم و جنوبكم و ظهوركم...ام الدين عندكم فقط الشفوي الشفوي و المظهر الخارجي.. ',2,..كفى من كنزها في البنوك فستكوى بها جباهكم و جنوبكم و ظهوركم...ام الدين عندكم فقط الشفوي الشفوي و المظهر الخارجي.. ',negative,116,21
"أرقام رسمية: 47,4 فالمية من الأسر المغربية عاشت بالكريدي فهاد الفترة وكتشوف بللي وضعيتها المالية خايبة,",1,"أرقام رسمية: , فالمية من الأسر المغربية عاشت بالكريدي فهاد الفترة وكتشوف بللي وضعيتها المالية خايبة,",neutral,100,16
و الكدوب اكبر شعب حاقد على المغاربة هما مصر قاليك شعب طيب طز هاد القناة ظحكو على حمرتكم',2,و الكدوب اكبر شعب حاقد على المغاربة هما مصر قاليك شعب طيب طز هاد القناة ظحكو على حمرتكم',negative,88,18
ra ssi boudden moul 307cc zer9a ay wahed f tmara ka y3erfou,1,ra ssi boudden moul cc zera ay wahed f tmara ka yerfou,neutral,54,12
و يبقى قرار العودة الى الوطن من اصعب القرارات التي يجب ان يتخدها اه مهاجر و كأن قدره ان يبقى معلقا او مشتتا كالندى فوق العشب.',2,و يبقى قرار العودة الى الوطن من اصعب القرارات التي يجب ان يتخدها اه مهاجر و كأن قدره ان يبقى معلقا او مشتتا كالندى فوق العشب.',negative,126,26
hhhhhhhhhhh hadk ghir videohat mn haflhhhh,1,hhhhhhhhhhh hadk ghir videohat mn haflhhhh,neutral,42,6
وعندك توريها ن سعد يبقى يعاتبك حتى تشوفي ولاد ولادوا',0,وعندك توريها ن سعد يبقى يعاتبك حتى تشوفي ولاد ولادوا',positive,53,10
سبحان الله هذي يمنعوها اما ديال الدار البيضاء لا  ؟ نفاق. !!!! انتخابات ماهيا الى لعبة سياسية  والشعب ضحية,2,سبحان الله هذي يمنعوها اما ديال الدار البيضاء لا ؟ نفاق. !!!! انتخابات ماهيا الى لعبة سياسية والشعب ضحية,negative,104,19
3lik kamlin kanbriw ibtissam et baghin nchofoha mais hiya li kat3ref masla7tha kter,0,lik kamlin kanbriw ibtissam et baghin nchofoha mais hiya li katref maslatha kter,positive,80,13
chi w7din f tag kay9olo ana mgharba ma kaykhlsohomch mzian w 3lach elissa takhod ktar mn statiw kaykhesro lina flossna blabla,2,chi wdin f tag kayolo ana mgharba ma kaykhlsohomch mzian w lach elissa takhod ktar mn statiw kaykhesro lina flossna blabla,negative,122,21
happybirthdaymosabalkhateeb 7ak li nifi hhhhhh,0,happybirthdaymosabalkhateeb ak li nifi hhhhhh,positive,45,5
شامايت ، أنا لست رجال.,2,شامايت ، أنا لست رجال.,negative,22,5
tani haja 9bl matji ntya wyah tahmoni blkofr siiro fin tan3so machi tji tamjdi chi zmr 3la ana otdaf3i 3lih onti chayfa,1,tani haja bl matji ntya wyah tahmoni blkofr siiro fin tanso machi tji tamjdi chi zmr la ana otdafi lih onti chayfa,neutral,114,22
شعب مكلخ',2,شعب مكلخ',negative,9,2
باحثون مغاربة ونعم البحث ',0,باحثون مغاربة ونعم البحث ',positive,26,5
نسميه إرهابيًا .. يامدز .. يتم ذبح الأطفال في سوريا واليمن ويقتلهم وتخلي عنهم .. وأنت منزعج من إخباره بإرهابي. '' ',2,نسميه إرهابيًا .. يامدز .. يتم ذبح الأطفال في سوريا واليمن ويقتلهم وتخلي عنهم .. وأنت منزعج من إخباره بإرهابي. '' ',negative,115,22
ta ana bghit manif haaaaae,1,ta ana bghit manif haaaaae,neutral,26,5
7na f casa kent ghir ana ou s7abi hhhhh,1,na f casa kent ghir ana ou sabi hhhhh,neutral,37,9
شوفو الجهل ديال العماري واش النهاري قال كلام ديال العيب قال كلام كلنا عارفينو',2,شوفو الجهل ديال العماري واش النهاري قال كلام ديال العيب قال كلام كلنا عارفينو',negative,78,14
machi lghold ghir chwya w safi,1,machi lghold ghir chwya w safi,neutral,30,6
a3oudo balah hna makanhamlouch likaychawah sourat hanan et nass afrad kola kaymatal rasso,1,aoudo balah hna makanhamlouch likaychawah sourat hanan et nass afrad kola kaymatal rasso,neutral,88,13
LLLAH AKBAR KABIRA WALLAH AJMALE KABAR SAMTO FA HAYATI ANALATO LLH LA DALIME,2,LLLAH AKBAR KABIRA WALLAH AJMALE KABAR SAMTO FA HAYATI ANALATO LLH LA DALIME,negative,76,13
hanta tchouf ghadi ykhrjo fiha dnoubna hhh,2,hanta tchouf ghadi ykhrjo fiha dnoubna hhh,negative,42,7
"شباب فالسمارة كاعيين على الإقصاء من مبادرات الدولة ومشاو فمسيرة احتجاجية لمقر بعثة “مينورسو” – تصاور,",1,"شباب فالسمارة كاعيين على الإقصاء من مبادرات الدولة ومشاو فمسيرة احتجاجية لمقر بعثة “مينورسو” – تصاور,",neutral,101,16
كل التشجيع والتقدير ن طاقم cap24 وبالأخص صديقي سفيان الفاصيقي',0,كل التشجيع والتقدير ن طاقم cap وبالأخص صديقي سفيان الفاصيقي',positive,60,10
منتصب القامه مرفوع الهامه',0,منتصب القامه مرفوع الهامه',positive,26,4
وفقة عفاف كنتمنى ليك كل خير 👍👍👍﻿ ',0,وفقة عفاف كنتمنى ليك كل خير 👍👍👍﻿ ',positive,34,8
عاجل...نهاية مروعة لحياة شخص ضواحي تطوان',2,عاجل...نهاية مروعة لحياة شخص ضواحي تطوان',negative,41,6
كيف لا تبكي والميدان السياسي أصبح كسوق لبيع المواشي ومنافسه يشتري المواشي بثمن بخص  بصراحة دخول إلياس إلى الميدان السياسة رحمها الله,2,كيف لا تبكي والميدان السياسي أصبح كسوق لبيع المواشي ومنافسه يشتري المواشي بثمن بخص بصراحة دخول إلياس إلى الميدان السياسة رحمها الله,negative,131,22
وكواك على ثقافة الظلام! ',2,وكواك على ثقافة الظلام! ',negative,25,5
العقول الضعيفة أقل ساحل ، فهي تركز عليها ، لذلك إذا كان هذا هو البقية ، والبلد في عصرنا ، نادرو شي ،,2,العقول الضعيفة أقل ساحل ، فهي تركز عليها ، لذلك إذا كان هذا هو البقية ، والبلد في عصرنا ، نادرو شي ،,negative,100,23
les algeriens chofto pub ta3 la mission zik mag ta3 yassmine farah f kbc il faut demando manha tastadif kenza,1,les algeriens chofto pub ta la mission zik mag ta yassmine farah f kbc il faut demando manha tastadif kenza,neutral,107,20
بنكيرا ن هنا عرفين علك ظغط  خوتنا بنكيران هوا لي غادي يكون معانا راصعيب أو مستحيل ف 5سنوات إغير شحل من حاجا صوتو عليه عطيوه فرصة إيكمل داك شي لي بدا,0,بنكيرا ن هنا عرفين علك ظغط خوتنا بنكيران هوا لي غادي يكون معانا راصعيب أو مستحيل ف سنوات إغير شحل من حاجا صوتو عليه عطيوه فرصة إيكمل داك شي لي بدا,positive,146,31
"عام كحل للسياسيين اللي عليهم شبهات الفساد.. إحالة برلماني سابق والنائب اللول لرئيس الغرفة الفلاحية بجهة فاس مكناس على الجنايات,",1,"عام كحل للسياسيين اللي عليهم شبهات الفساد.. إحالة برلماني سابق والنائب اللول لرئيس الغرفة الفلاحية بجهة فاس مكناس على الجنايات,",neutral,127,20
والله واخا تبكيهم دم يا اكبر اناني ومتعنت ومتعجرف عرفته حكومة المغرب,2,والله واخا تبكيهم دم يا اكبر اناني ومتعنت ومتعجرف عرفته حكومة المغرب,negative,68,12
باركه الله,0,باركه الله,positive,10,2
ana zahri nassini 3lik ntiya ma jiti,1,ana zahri nassini lik ntiya ma jiti,neutral,35,7
ghir matferkernich f dik le match limite mbyou3 😂,2,ghir matferkernich f dik le match limite mbyou 😂,negative,48,9
