tweet,label,clean_text,label_text,text_length,word_count
@user عندي بزاف متابعين  مبلوكيتهم اذا حبت نعطيهم لها  😁,2,عندي بزاف متابعين مبلوكيتهم اذا حبت نعطيهم لها 😁,negative,48.0,9.0
كنت الأعابالي,0,كنت الأعابالي,positive,13.0,2.0
@user @user نضحكو؟ الاغنية موجودة فسبوتيفاي كوك يعني استماعاتها منسوبة له ولا لازم تكون من البومو حتى تعت… @user,2,نضحكو؟ الاغنية موجودة فسبوتيفاي كوك يعني استماعاتها منسوبة له ولا لازم تكون من البومو حتى تعت…,negative,94.0,16.0
😂😂 والله الكبير ، الذي يعيد راكب نيشان,1,😂😂 والله الكبير ، الذي يعيد راكب نيشان,neutral,38.0,8.0
@user وعلاش تغبني في روحك,0,وعلاش تغبني في روحك,positive,19.0,4.0
@user راك بعقلك زعما 🤪,2,راك بعقلك زعما 🤪,negative,16.0,4.0
@user والله ما علابالي ههههههه\nواقيلا يتبحرو 😂😂😂😂,2,والله ما علابالي ههههههه\nواقيلا يتبحرو 😂😂😂😂,negative,44.0,6.0
@user علابالي بيهم يحبو الحسابات تاع القفطان والزفيطي والكسكس لي يصورولهم ان الجزائر افضل بلد في العالم,2,علابالي بيهم يحبو الحسابات تاع القفطان والزفيطي والكسكس لي يصورولهم ان الجزائر افضل بلد في العالم,negative,97.0,16.0
😂😂😂😂😭😭😭😭😭 ical,1,😂😂😂😂😭😭😭😭😭 ical,neutral,14.0,2.0
@user مزية ماشي قدرة تاع عدس سخون,2,مزية ماشي قدرة تاع عدس سخون,negative,27.0,6.0
مثل بقية الشك,1,مثل بقية الشك,neutral,13.0,3.0
@user الشعب الجزائري نائم وقتاش يفيقوا,2,الشعب الجزائري نائم وقتاش يفيقوا,negative,32.0,5.0
سألت زوجة زوجها. أين كنت؟ قال إنه لم يكن خائفًا ، أنا الحاج ، بيت ربي.,0,سألت زوجة زوجها. أين كنت؟ قال إنه لم يكن خائفًا ، أنا الحاج ، بيت ربي.,positive,70.0,16.0
@user حمدان خويا علابالي بلي انت حنين ما تسمحش فيا تشريلي وتبعثهم,0,حمدان خويا علابالي بلي انت حنين ما تسمحش فيا تشريلي وتبعثهم,positive,59.0,11.0
@user @user مدامو موحد بالله ماكاش لي علابالو علاقتو كيفاه مع ربي \nماتكفروش الناس كيما تحبو\nالله يهديك,0,مدامو موحد بالله ماكاش لي علابالو علاقتو كيفاه مع ربي \nماتكفروش الناس كيما تحبو\nالله يهديك,positive,92.0,15.0
إنهم معتادون على ذلك ، وهذا ليس على علم بذلك 😂😂😂,0,إنهم معتادون على ذلك ، وهذا ليس على علم بذلك 😂😂😂,positive,48.0,11.0
مكان البرد هو السبب ، الله يريد ذلك ، جيجل جميل حقًا. نحن على يقين من قبول,0,مكان البرد هو السبب ، الله يريد ذلك ، جيجل جميل حقًا. نحن على يقين من قبول,positive,74.0,17.0
@user كان ناض ليه صداع مع شي رئيس (بلقشور واقيلا),2,كان ناض ليه صداع مع شي رئيس (بلقشور واقيلا),negative,43.0,9.0
@user @user ماعندهم حتى سبب ميقبلوش عليه نورمالمو بصح على حسب علمي تقراي وين راكي اومبعد تحولي و زيدي سقسي… @user,1,ماعندهم حتى سبب ميقبلوش عليه نورمالمو بصح على حسب علمي تقراي وين راكي اومبعد تحولي و زيدي سقسي…,neutral,95.0,18.0
هي نيشان 🤎🤎,0,هي نيشان 🤎🤎,positive,11.0,3.0
@user وعلاش الزوج يلبس معاها الذهب 😂كل ما ذكرته سابقا استعماله مشترك بينهم إلا الذهب ذهبها 😂,2,وعلاش الزوج يلبس معاها الذهب 😂كل ما ذكرته سابقا استعماله مشترك بينهم إلا الذهب ذهبها 😂,negative,86.0,16.0
@user غير جيجل ما يقدروش يشوهوها، ولاية محافظة تاع الحرمة ، واحد ما يدنى ليك في أي وقت تخرج ولا تدخل بكل أما… @user,0,غير جيجل ما يقدروش يشوهوها، ولاية محافظة تاع الحرمة ، واحد ما يدنى ليك في أي وقت تخرج ولا تدخل بكل أما…,positive,103.0,22.0
RT @user @user @user @user @user @user يا حبيبي ماكاش لي ما يحبش بلادو الجزائر على العين…,0,RT يا حبيبي ماكاش لي ما يحبش بلادو الجزائر على العين…,positive,53.0,11.0
😂😂 والله الكبير ، الذي يعيد راكب نيشان,1,😂😂 والله الكبير ، الذي يعيد راكب نيشان,neutral,38.0,8.0
لدي الكثير,1,لدي الكثير,neutral,10.0,2.0
@user 😂😂 علابالي نعرفك,0,😂😂 علابالي نعرفك,positive,16.0,3.0
- يا راهي لاهية واقيلا عشق جديد...🤔🤔,2,- يا راهي لاهية واقيلا عشق جديد...🤔🤔,negative,36.0,7.0
هذه ليست الحاجة إلى الحاجة,1,هذه ليست الحاجة إلى الحاجة,neutral,26.0,5.0
ها -ها -ه -ه -ه -ه -ه -ه -ه -ها ، ماذا ، ماذا,1,ها -ها -ه -ه -ه -ه -ه -ه -ه -ها ، ماذا ، ماذا,neutral,45.0,14.0
ماعرفتش واقيلا البوسط فيه خطا ، راه نكاتشو كان ضمن صفوف المواودية و لعب شي ماتشات  .. منين جابو هاد قسم الهواة ؟ @user,2,ماعرفتش واقيلا البوسط فيه خطا ، راه نكاتشو كان ضمن صفوف المواودية و لعب شي ماتشات .. منين جابو هاد قسم الهواة ؟,negative,111.0,23.0
@user كان علابالي ليفربول راح تهيج الماتش هذا 🔥 فخليت أرنولد هاو ماركا في انتظار صلاح يماركي + مدايرو كابيتان,0,كان علابالي ليفربول راح تهيج الماتش هذا 🔥 فخليت أرنولد هاو ماركا في انتظار صلاح يماركي + مدايرو كابيتان,positive,103.0,19.0
@user دير دراهم يا خو منبعد ساهل,1,دير دراهم يا خو منبعد ساهل,neutral,26.0,6.0
من الله ، أنا لست عابالي,1,من الله ، أنا لست عابالي,neutral,24.0,6.0
@user ههههه واقيل,1,ههههه واقيل,neutral,11.0,2.0
@user @user @user بلا مزية تستاهلي سارة,0,بلا مزية تستاهلي سارة,positive,21.0,4.0
@user ايه علابالي وانا درته علاجال ربي باينة ماشي علاجال الرايح والجاي,0,ايه علابالي وانا درته علاجال ربي باينة ماشي علاجال الرايح والجاي,positive,64.0,11.0
السلام عليكم. \nشكون عندو معلمومة صحيحة على المنظمات التي قيل أنها راسلت ماكرون؟!حوست لقيت وحدة حطت تكذيب وأخرى قالت… @user,1,السلام عليكم. \nشكون عندو معلمومة صحيحة على المنظمات التي قيل أنها راسلت ماكرون؟!حوست لقيت وحدة حطت تكذيب وأخرى قالت…,neutral,117.0,19.0
@user @user احكي بالادلة متحكيش من راسك بلا ماتقراي تاريخك مزور المنهوب من كل بلد واذا عندكم راجل وا… @user,2,احكي بالادلة متحكيش من راسك بلا ماتقراي تاريخك مزور المنهوب من كل بلد واذا عندكم راجل وا…,negative,89.0,17.0
إنه يعمل ميزة تفضل لك 🤣,0,إنه يعمل ميزة تفضل لك 🤣,positive,23.0,6.0
@user علابالي بلي نهدر بزاف بصح منسمحش ليك تقول لي كذا و تهيني @user,2,علابالي بلي نهدر بزاف بصح منسمحش ليك تقول لي كذا و تهيني,negative,56.0,12.0
الحمد لله ، لن أكون قادرًا على الجري هكذا.,0,الحمد لله ، لن أكون قادرًا على الجري هكذا.,positive,42.0,9.0
@user @user خسارة عليك منها نبان قرصان منها زكارة,2,خسارة عليك منها نبان قرصان منها زكارة,negative,37.0,7.0
شرب كاش حاجة قبل ما يلقي الخطاب مافيهاش هدرة😂😂😂😂😂😂😂😂😂😂😂😂 @user,2,شرب كاش حاجة قبل ما يلقي الخطاب مافيهاش هدرة😂😂😂😂😂😂😂😂😂😂😂😂,negative,56.0,9.0
هل يمكن أن يكون على حق؟,1,هل يمكن أن يكون على حق؟,neutral,23.0,6.0
أليس من بين Melih فئة Kain الخاصة به بالنسبة إلى Wila Makash القبيح لمكاش ثانٍ من أجل القبيح لأنه لا يمكنك معرفة جانب Blamma ، سيكون عكس ذلك ... \ n m ...,1,أليس من بين Melih فئة Kain الخاصة به بالنسبة إلى Wila Makash القبيح لمكاش ثانٍ من أجل القبيح لأنه لا يمكنك معرفة جانب Blamma ، سيكون عكس ذلك ... \ n m ...,neutral,154.0,33.0
@user لا والله غير لا ههههه هاني نقولك الواقع المعاش\n\nمثلا تلقا واحد 40 سنة مزالو بلاكوست ولاريني ويدور… @user,1,لا والله غير لا ههههه هاني نقولك الواقع المعاش\n\nمثلا تلقا واحد سنة مزالو بلاكوست ولاريني ويدور…,neutral,97.0,16.0
الجي فخونساز؟! تسما لي يهدر ويتقن اللغة الفرنسية ترجعوه الافخونساز \nواش هادي الهدرة عيب عليكم علاه الحقد هدا  جياحة… @user,2,الجي فخونساز؟! تسما لي يهدر ويتقن اللغة الفرنسية ترجعوه الافخونساز \nواش هادي الهدرة عيب عليكم علاه الحقد هدا جياحة…,negative,116.0,19.0
@user @user حنا عندنا السي برك احة ماكاش و الدليل كي الواحد يروح للبحر يلقى غير سي فلان و سي فلان هههههه… @user,2,حنا عندنا السي برك احة ماكاش و الدليل كي الواحد يروح للبحر يلقى غير سي فلان و سي فلان هههههه…,negative,93.0,20.0
@user جياحة و تفاهة. هذا خبر نبقاو نتبعوه و محبين و في التلفاز حاطين عاجل.... تفاهة,2,جياحة و تفاهة. هذا خبر نبقاو نتبعوه و محبين و في التلفاز حاطين عاجل.... تفاهة,negative,77.0,15.0
البركات تحب هذا ، وهي ليست جيدة. هذا ليس جيدًا. إنه جيد ، سلبي ، ربما؟,1,البركات تحب هذا ، وهي ليست جيدة. هذا ليس جيدًا. إنه جيد ، سلبي ، ربما؟,neutral,70.0,16.0
@user @user علابالي عندنا بزاف منهم في عايلتي 💔\U0001f972,1,علابالي عندنا بزاف منهم في عايلتي 💔\Uf,neutral,38.0,7.0
واقيلا بزربة جا الوقت باش نبدل هادي 😔 @user,2,واقيلا بزربة جا الوقت باش نبدل هادي 😔,negative,37.0,8.0
@user @user @user @user أنا نعتذر لنفسي كانت لحظة غضب كي قررت نناقش وانا علابالي استنزاف للطاقة لا اكثر,2,أنا نعتذر لنفسي كانت لحظة غضب كي قررت نناقش وانا علابالي استنزاف للطاقة لا اكثر,negative,79.0,15.0
@user انا ندير لي عليا الله غالب كي نشوف لعوج ننطق ....برغم علابالي اغلبهم مش همه الامر,0,انا ندير لي عليا الله غالب كي نشوف لعوج ننطق ....برغم علابالي اغلبهم مش همه الامر,positive,81.0,16.0
@user التهاو برواحكم  عندكم فياضانات و جفاف و مشاكل قد السما اخطونا برك,2,التهاو برواحكم عندكم فياضانات و جفاف و مشاكل قد السما اخطونا برك,negative,64.0,12.0
دير درهام ، يا خو ، الساحل البعيد,1,دير درهام ، يا خو ، الساحل البعيد,neutral,33.0,8.0
أوه ، ننتهي بشكل جيد. أنا لا أريد,0,أوه ، ننتهي بشكل جيد. أنا لا أريد,positive,33.0,8.0
أوه ، شكرا لك يا أخي ، لم أرغب في ذلك,0,أوه ، شكرا لك يا أخي ، لم أرغب في ذلك,positive,37.0,11.0
@user اواه علابالي 🤭😂😂,1,اواه علابالي 🤭😂😂,neutral,16.0,3.0
كنا قد وصلنا,1,كنا قد وصلنا,neutral,12.0,3.0
نحن ضائعون ونضحك معًا ، الناس بصحة جيدة.,1,نحن ضائعون ونضحك معًا ، الناس بصحة جيدة.,neutral,40.0,8.0
RT @user @user @user @user ومنيتك نطيحو نشرحو ليها خاصك شهر واقيلا😂\nمتجي حتى تشرحي ليها كلمة الأولى حتى تلف ثانية😂😂,2,RT ومنيتك نطيحو نشرحو ليها خاصك شهر واقيلا😂\nمتجي حتى تشرحي ليها كلمة الأولى حتى تلف ثانية😂😂,negative,92.0,16.0
Tattash ، نحن منفصلين من قبلك,1,Tattash ، نحن منفصلين من قبلك,neutral,29.0,6.0
@user زعما قارية 🤥,2,زعما قارية 🤥,negative,12.0,3.0
😌❤ Kottouta هانان سيدتي ، اعتمادهم ، مما يعني haninah,0,😌❤ Kottouta هانان سيدتي ، اعتمادهم ، مما يعني haninah,positive,53.0,10.0
@user غاضني الشاب هذاك وحتى طفل صغير تع باباك أو جاي,2,غاضني الشاب هذاك وحتى طفل صغير تع باباك أو جاي,negative,46.0,10.0
@user مزية حذفها,0,مزية حذفها,positive,10.0,2.0
@user (إن شاء الله 😊🥀)وعلاه راك تضحك🙄🙂😭,0,(إن شاء الله 😊🥀)وعلاه راك تضحك🙄🙂😭,positive,33.0,6.0
@user بزاف😍,0,بزاف😍,positive,5.0,1.0
@user @user @user @user غيرت من 5 رواتل زيت😏🤣🤣🤣 علابالي جامي لحقاتو هدية كيما هذي 😏😏,1,غيرت من رواتل زيت😏🤣🤣🤣 علابالي جامي لحقاتو هدية كيما هذي 😏😏,neutral,58.0,11.0
وأموال الفتيات تعيش العديد من الأولاد ؟؟؟,1,وأموال الفتيات تعيش العديد من الأولاد ؟؟؟,neutral,41.0,7.0
@user @user الحمد لله على سلامتك خويا فلاڨة، حطك فالكاجة لافرونشي 😅،  انا راني نخاف نطلع،  نقعد التحت برك،  راني نڨصر يا خو، 👍,0,الحمد لله على سلامتك خويا فلاڨة، حطك فالكاجة لافرونشي 😅، انا راني نخاف نطلع، نقعد التحت برك، راني نڨصر يا خو، 👍,positive,111.0,22.0
@user حرية تعبير رانا في بلاد الديمقراطية لا لا ...هو حر ونحن كجزائريين نستقبل الناس المحترمين ولي يحبونا من… @user,0,حرية تعبير رانا في بلاد الديمقراطية لا لا ...هو حر ونحن كجزائريين نستقبل الناس المحترمين ولي يحبونا من…,positive,103.0,18.0
@user واقيلا حساباتها فتحتي la crèche 😂,2,واقيلا حساباتها فتحتي la crèche 😂,negative,33.0,6.0
📌👈 إنه حاكم مهرجان تيمود لتصفح الإضاءة والصوت ، شكرًا لك \ n👈,1,📌👈 إنه حاكم مهرجان تيمود لتصفح الإضاءة والصوت ، شكرًا لك \ n👈,neutral,61.0,13.0
وما رأيك في كل هذا 🤣,1,وما رأيك في كل هذا 🤣,neutral,20.0,6.0
skusi yass \ n لا أعرف هاها,1,skusi yass \ n لا أعرف هاها,neutral,27.0,7.0
@user وعلاه مغطية وجها بعلم الجزائر ؟ حشمت بيه ؟\nالمهم راهي عارفة من اين تؤكل الكتف، خليها دير les affaires,2,وعلاه مغطية وجها بعلم الجزائر ؟ حشمت بيه ؟\nالمهم راهي عارفة من اين تؤكل الكتف، خليها دير les affaires,negative,102.0,19.0
@user كوكب اكشن زعما 🤭😭😂,2,كوكب اكشن زعما 🤭😭😂,negative,18.0,4.0
@user و ترويج تع mvs واش 🙂. ماعلاباليش المهم دايما نشوفهم يروجوا في خارج من دعوات كونسرات,1,و ترويج تع mvs واش 🙂. ماعلاباليش المهم دايما نشوفهم يروجوا في خارج من دعوات كونسرات,neutral,83.0,16.0
كان الناس يقرؤونها جيدًا؟,1,كان الناس يقرؤونها جيدًا؟,neutral,25.0,4.0
@user @user وكتا سقسى عليا خويا عبد القادر\nغير كيما كنا حكينا مع بعض,0,وكتا سقسى عليا خويا عبد القادر\nغير كيما كنا حكينا مع بعض,positive,57.0,11.0
@user ما لقيتهش في قناة التيلي زعما نزلت في موقع !! \U0001f972,1,ما لقيتهش في قناة التيلي زعما نزلت في موقع !! \Uf,neutral,49.0,11.0
@user علابالي واعي ذالك نتألم من الداخل ولا نحرك ساكن 🤔🤔,1,علابالي واعي ذالك نتألم من الداخل ولا نحرك ساكن 🤔🤔,neutral,50.0,10.0
إنه أوريدي سيدتي ، وافق مع يوفنتوس على الراتب وعاد إلى كلماته ، ولا يزال متفقًا مع النادي الثاني \ n \ n ، لكنه فهم أنه كان ماراش يوفنتوس,1,إنه أوريدي سيدتي ، وافق مع يوفنتوس على الراتب وعاد إلى كلماته ، ولا يزال متفقًا مع النادي الثاني \ n \ n ، لكنه فهم أنه كان ماراش يوفنتوس,neutral,137.0,30.0
@user وعلاه الزحف يا وليدي، كرعيهم مقطوعين 🤔🤔,2,وعلاه الزحف يا وليدي، كرعيهم مقطوعين 🤔🤔,negative,39.0,7.0
@user هههههه واه لازم الإنسان مايتغيرش و مايتبدلش بزاف ناس تبدلو كانو معانا هههههه الله غالب الغربال بدا… @user,0,هههههه واه لازم الإنسان مايتغيرش و مايتبدلش بزاف ناس تبدلو كانو معانا هههههه الله غالب الغربال بدا…,positive,99.0,17.0
@user يومين بزاف\nنورمالون مع الوصلة يدير خاف در,2,يومين بزاف\nنورمالون مع الوصلة يدير خاف در,negative,42.0,7.0
وربما تعطيل في الزلابية؟ حضر دوك روهو,1,وربما تعطيل في الزلابية؟ حضر دوك روهو,neutral,37.0,7.0
@user الله يعطيهم الصحه والعافيه يارب العالمين,0,الله يعطيهم الصحه والعافيه يارب العالمين,positive,40.0,6.0
@user @user خاطيك علابالي 🕊️,0,خاطيك علابالي 🕊️,positive,16.0,3.0
@user علابالي بيك عفريت كبير صاريلك كما الحوت مايتحكمش ههههه,2,علابالي بيك عفريت كبير صاريلك كما الحوت مايتحكمش ههههه,negative,54.0,9.0
واش راه يقصد زعما 🤔 @user,1,واش راه يقصد زعما 🤔,neutral,19.0,5.0
@user وضوح الشمس فنهار جميل واضح وباين..وعلاش يكذبننننني علاش!😆,0,وضوح الشمس فنهار جميل واضح وباين..وعلاش يكذبننننني علاش!😆,positive,57.0,8.0
@user مارسيلو هو لي غاضني بزاف الرحيل تاعو 😞💔 باسكو كاسيميرو هو وحدو لي بغى يروح 🥺,2,مارسيلو هو لي غاضني بزاف الرحيل تاعو 😞💔 باسكو كاسيميرو هو وحدو لي بغى يروح 🥺,negative,76.0,16.0
@user تقدير لطافة الشخص يعتمد على شخصية الطرف الثاني \nكاين لي مريض يشوفها جياحة\nوكاين لي محروم يشوفها حب\nوك… @user,2,تقدير لطافة الشخص يعتمد على شخصية الطرف الثاني \nكاين لي مريض يشوفها جياحة\nوكاين لي محروم يشوفها حب\nوك…,negative,105.0,17.0
@user نيشان خويا محمد,0,نيشان خويا محمد,positive,15.0,3.0
ميزة ، لكنها في الداخل ، هاهاهاهاهاهاها,0,ميزة ، لكنها في الداخل ، هاهاهاهاهاهاها,positive,39.0,7.0
@user @user @user ماكاش لي ما علابالوش بلي نتي عاقلة.حقا كاين وحدة حابة تدابز واش رايك نروحو نعطوها طريحة,2,ماكاش لي ما علابالوش بلي نتي عاقلة.حقا كاين وحدة حابة تدابز واش رايك نروحو نعطوها طريحة,negative,87.0,16.0
@user 😔😔😔😔😔 \nماكاش واحدة نعاملو بحنية قد قطي كل زوج دورات نعنقو نبوسو 🥰,0,😔😔😔😔😔 \nماكاش واحدة نعاملو بحنية قد قطي كل زوج دورات نعنقو نبوسو 🥰,positive,66.0,13.0
السلام عليك وما لم يكن,1,السلام عليك وما لم يكن,neutral,22.0,5.0
هذه ليست الحاجة إلى الحاجة,1,هذه ليست الحاجة إلى الحاجة,neutral,26.0,5.0
كي يشوفو ماتريكيل ليبي يرحبو بيه و يفرحو بيه … بصح كي يشوفو ماتريكول من مدن داخلية يتشارو عليه بلي قهوي,2,كي يشوفو ماتريكيل ليبي يرحبو بيه و يفرحو بيه … بصح كي يشوفو ماتريكول من مدن داخلية يتشارو عليه بلي قهوي,negative,103.0,21.0
نيشان ، دور الزوجة هو أن المنزل ليس على الإطلاق قيمة المرأة.,0,نيشان ، دور الزوجة هو أن المنزل ليس على الإطلاق قيمة المرأة.,positive,60.0,12.0
لقد قدمنا ​​آخر الأخبار من مواقع الاتحاد الأوروبي وإسبانيا ، ألابالي ، أنت فور.,0,لقد قدمنا ​​آخر الأخبار من مواقع الاتحاد الأوروبي وإسبانيا ، ألابالي ، أنت فور.,positive,79.0,14.0
كي تشوف هذاك الولد هاز الفيميجان تفهم بزاف صوالح 🤦\u200d♂️🤦\u200d♂️..\nكنا مريحين من جياحة تعهم،  كانوا يبثو سم زعاف في المجتم… @user,2,كي تشوف هذاك الولد هاز الفيميجان تفهم بزاف صوالح 🤦\ud♂️🤦\ud♂️..\nكنا مريحين من جياحة تعهم، كانوا يبثو سم زعاف في المجتم…,negative,120.0,20.0
أي ميزة ، سمعت أخبار الشباب ، خسارة لك.,0,أي ميزة ، سمعت أخبار الشباب ، خسارة لك.,positive,39.0,9.0
@user مرحبا بيك صح اعشاك شهية طيبة,0,مرحبا بيك صح اعشاك شهية طيبة,positive,28.0,6.0
الله يحافظ على الأسرة السخية وباركهم في مجملها.,0,الله يحافظ على الأسرة السخية وباركهم في مجملها.,positive,47.0,8.0
"Sharafi de Bejaia: شعار ""Makash al -fout"" هو موقف سلمي وديمقراطي ، ونحن جميعًا من التفاصيل المذهلة:",0,"Sharafi de Bejaia: شعار ""Makash al -fout"" هو موقف سلمي وديمقراطي ، ونحن جميعًا من التفاصيل المذهلة:",positive,99.0,17.0
الفقراء هانين بازا,0,الفقراء هانين بازا,positive,18.0,3.0
@user @user 😂😂نيشان وكي جات جات,0,😂😂نيشان وكي جات جات,positive,19.0,4.0
@user @user سقسي تعرف ..وارجع للعام لفات خطاب تبون وقت الحرائق تعرف دارو عقود شراء مع اسبانيا وروسيا ولالا… @user,1,سقسي تعرف ..وارجع للعام لفات خطاب تبون وقت الحرائق تعرف دارو عقود شراء مع اسبانيا وروسيا ولالا…,neutral,95.0,17.0
@user و الإجابة قلتها لأنك بكيت\nو غاضني حالك يا أستاذة 🙏😂,2,و الإجابة قلتها لأنك بكيت\nو غاضني حالك يا أستاذة 🙏😂,negative,52.0,10.0
ونعم ، كمانك ، يا خو شاما,0,ونعم ، كمانك ، يا خو شاما,positive,25.0,7.0
@user واقيلا رايحين ديرو مزية ... ياك كل واحد يتحاسب وحدو في قبرو,2,واقيلا رايحين ديرو مزية ... ياك كل واحد يتحاسب وحدو في قبرو,negative,59.0,12.0
@user @user @user @user ياحسراه علابالي بلي حبيبتي زيتونة جامي تروح رحلة بلا بيا تكون وجدتلي بلاصة مع اللولين😍😭😭😭😭,0,ياحسراه علابالي بلي حبيبتي زيتونة جامي تروح رحلة بلا بيا تكون وجدتلي بلاصة مع اللولين😍😭😭😭😭,positive,90.0,15.0
ها -ها -ه -ه -ها -ه -ه -ها -هانا 🙄 \ n اللطف ، رتب الله ، البرد والسلام.,0,ها -ها -ه -ه -ها -ه -ه -ها -هانا 🙄 \ n اللطف ، رتب الله ، البرد والسلام.,positive,72.0,19.0
لا ، نيشان هادئ بالنسبة لي قبل العاصفة 😂😂,1,لا ، نيشان هادئ بالنسبة لي قبل العاصفة 😂😂,neutral,41.0,9.0
والبركات هي اختيار الناس ، أنت أخي إسحاق,0,والبركات هي اختيار الناس ، أنت أخي إسحاق,positive,40.0,8.0
وهذا ما هو معروف بالنسبة لي,1,وهذا ما هو معروف بالنسبة لي,neutral,27.0,6.0
@user @user @user ماكاش منها وكان امنيتك راني نقولك اعرضني نجي انا,0,ماكاش منها وكان امنيتك راني نقولك اعرضني نجي انا,positive,48.0,9.0
@user نيشان الحق افضل من النفاق,0,نيشان الحق افضل من النفاق,positive,25.0,5.0
الرجال قادرون على ذلك دون ميزة حتى أ,0,الرجال قادرون على ذلك دون ميزة حتى أ,positive,36.0,8.0
ولا ، لا هاهاهاها,1,ولا ، لا هاهاهاها,neutral,17.0,4.0
@user رآها قالوا لاولين لبغا الجمال يطلع لشمال  كانوا واقيلا كيعنو شمال أروبا  او شمال أمريكا,2,رآها قالوا لاولين لبغا الجمال يطلع لشمال كانوا واقيلا كيعنو شمال أروبا او شمال أمريكا,negative,85.0,15.0
@user 😱 مكانش علابالي، الحمدلله نبهتيني قبل ما نغلط غلطتك 😁,0,😱 مكانش علابالي، الحمدلله نبهتيني قبل ما نغلط غلطتك 😁,positive,53.0,10.0
@user متفقين على القهويين بصح ثاني صاحب الفيديو قهوي في كلش,2,متفقين على القهويين بصح ثاني صاحب الفيديو قهوي في كلش,negative,53.0,10.0
علابالي كلمة تع ذر بصح\nwomen @user,2,علابالي كلمة تع ذر بصح\nwomen,negative,29.0,5.0
وسرت في الليل ، هاها ، هاها ❤,0,وسرت في الليل ، هاها ، هاها ❤,positive,29.0,8.0
إقامة مركز التسوق بالنسبة لي قصيرة,1,إقامة مركز التسوق بالنسبة لي قصيرة,neutral,34.0,6.0
وعندما تكمل ديوان؟ ❤,0,وعندما تكمل ديوان؟ ❤,positive,20.0,4.0
@user تعوم في البحر راك تفوسختي نيشان ومنها تشد لوين ذهبي جميل,0,تعوم في البحر راك تفوسختي نيشان ومنها تشد لوين ذهبي جميل,positive,56.0,11.0
@user ايه و الله ما علابالي . J des restrictions f profil ديالي ما علباليش و علاه 🤷🏻\u200d♀️,2,ايه و الله ما علابالي . J des restrictions f profil ديالي ما علباليش و علاه 🤷🏻\ud♀️,negative,83.0,17.0
😂😂 حتى النظام الغذائي ، Mazyan ، يا خو,0,😂😂 حتى النظام الغذائي ، Mazyan ، يا خو,positive,38.0,9.0
@user @user  رايحة تكون تبهديلة، غير وجد روحك,2,رايحة تكون تبهديلة، غير وجد روحك,negative,32.0,6.0
@user يكفي بها مزية 🤲🌷,0,يكفي بها مزية 🤲🌷,positive,16.0,4.0
@user وتبقي الصور عبرة للاجيال القادمة دل كهذا ماكاش 😂😂 @user,2,وتبقي الصور عبرة للاجيال القادمة دل كهذا ماكاش 😂😂,negative,49.0,9.0
@user @user انا في حالتي ما خلاونيش ندخل حتى للبلدية، قالي عطيني البطاقة الوطنية و شاف في النظام و قالي خ… @user,2,انا في حالتي ما خلاونيش ندخل حتى للبلدية، قالي عطيني البطاقة الوطنية و شاف في النظام و قالي خ…,negative,94.0,19.0
سيتي وقال: يا عرب ، يخبرهم أن يقولوا ذلك العربي,1,سيتي وقال: يا عرب ، يخبرهم أن يقولوا ذلك العربي,neutral,47.0,10.0
بدون ميزة ♥ ️,0,بدون ميزة ♥ ️,positive,13.0,4.0
يحب Alabali تضخمي 😄,0,يحب Alabali تضخمي 😄,positive,19.0,4.0
@user غاضتني حاجة هي اسم محمد راهم يجرجرو فيه بالعاني.\nالله المستعان,2,غاضتني حاجة هي اسم محمد راهم يجرجرو فيه بالعاني.\nالله المستعان,negative,63.0,10.0
نهار كامل وهو يهدر على النساء امبعد يجي يقولهم فتحت صفحة الدفاع عن اهل السنة تبا لك ولامثالك متغطيين بغطاء الدين وا… @user,2,نهار كامل وهو يهدر على النساء امبعد يجي يقولهم فتحت صفحة الدفاع عن اهل السنة تبا لك ولامثالك متغطيين بغطاء الدين وا…,negative,116.0,22.0
@user ما عندو حتى معنى ...جياحة تع مراهقين وخلاص,2,ما عندو حتى معنى ...جياحة تع مراهقين وخلاص,negative,42.0,8.0
@user مزية راك حي ههه,0,مزية راك حي ههه,positive,15.0,4.0
وربما كاين ، ربي ، بارك الله فيك,0,وربما كاين ، ربي ، بارك الله فيك,positive,32.0,8.0
مثلك ، لقد كتبت لهم راني aref وأنت تعرف 😂😂😂,1,مثلك ، لقد كتبت لهم راني aref وأنت تعرف 😂😂😂,neutral,43.0,10.0
@user مزال عندي كراريس نتاع الباك اذا حبيت كاش حاجة نصورلك نورمال مهم انا عامي نتاع باك نقولك صح كنت نقرى من… @user,0,مزال عندي كراريس نتاع الباك اذا حبيت كاش حاجة نصورلك نورمال مهم انا عامي نتاع باك نقولك صح كنت نقرى من…,positive,103.0,21.0
بدون ما لدينا ، Ilabali ، كتبت,1,بدون ما لدينا ، Ilabali ، كتبت,neutral,30.0,7.0
@user @user @user @user @user واييه ولكن شوف وقتاش جاو ملي هاد الكسول… @user,2,واييه ولكن شوف وقتاش جاو ملي هاد الكسول…,negative,40.0,8.0
