tweet,label
bnadem mkelkh ta ana dayra bloque l bezaf mhenia men chi 9rouda hahahahahahaha,2
bnadam msaba9 l3ib ba9i ma3rafna ach kayn lmohim nakhli ou sawti rahmab9a walo aji wach 3raft kayn bonus fmeditel 3and wahad,2
"النايلي المدير الجهوي للفلاحة فجهة كازا سطات لـ”كَود”: الشتا اللي صبات مؤخرا كانت سبب فانتعاش الموسم الفلاحي والفلاحة فالمنطقة متفائلين,",1
"اتفاقية “لاهاي” الخاصة بالنفقة فالخارج لفائدة الوليدات قدام مجلس الحكومة,",1
kayna hhhhhhhhhhhh mohim chi 7aja w safi malna fdouliyin hhhhhhhhh yekh hhhhhhh,2
الحلم ديالي يزولو الإسلاميين ملحكومة ويتحقق الاتحاد المغاربي والافريقي,0
مفاوضات الضرائب بين المحامين والحكومة رجعات للزيرو. رافضين كولشي: الضرائب ومسودة قانون المهنة,1
نباحك هاذا يدل على انك جاهلة المتخلفة تاريخ الجزائر العضيم واصبح يدرس في اكبر جامعات الأمريكية ياغبيه ولن اطيلا معك الكلام',2
rah hada chi maghribi 7alfa f fanana,2
لا توجد شفافية ولا ديمقراطية,2
7awlo 3lina bzaf hadxi🙅‍♀️🙅‍♀️🙅‍♀️🙅‍♀️,1
الله على صحراء في المغرب',0
@user hhhhh hadi bayna chi mo3wa9a bent lme3za olm3owa9a messakin weslat fihom le3dem sir alah i3tik chi techtita had nhar,2
ولاتغطية الشمس بالغربال .فاجعة الصويرة تخفي من ورائها ملايين الصحايا من المغاربة الدين يتدورون جوعا.القفة كانت لصالح النساء دون الدكور .انها العنصرية . ',2
@user @user hhhhhhh rani ma9ssadtch hadakchi li 3la balkom wa hya nari,0
yeees photo dyal hier hsen d,0
العالم فين وصل واحنا باقيين مقاتلين غير مع اللهجات واللغات. مابين التمزيغ والتعريب النسيج المغربي يتعرض للتمزيق من طرف الحاقدين على اللغة العربية وناطقيها. ',2
عيب عليكم انكم تهينوا دولة مثل مصر دولة شقيقة نحن اخوة,2
@user hhhhhhhhh ya sahbi kayen ghi charfat f had domaine titiz sghir walo :v,2
meziane kolchi hamas kolchi igoul chhal sawt fekra zwina ahbibti,0
لاحولا و لا قوة الا بالله. اللهم يارب اعن هذه الأم على جمع شمل هذه العائلة و تربية اوالدها و اصلح أمور هذا البلد الطيب. ',2
لا حول ولا قوة الا بالله والله العظيم رمز الاستقلال بعد الله يرجع للاسرة الملكية,0
@user yallah diri lina a rti chez 3errassia fa3la tarka Chikhates 3la 7sabi @user,0
يستحق المنتخب',0
"التامك لموظفي الحباسات: بغيناكوم تعطيو صورة مزيانة على القطاع وتحتارمو خصوصيتو الأمنية وتبعدو على التصرفات اللي كتمس هاد الضوابط,",1
الحمد لله على السلامه أن شاء الله كانت رحله موفقه ..والله اليك وحشه يابو ضحكة الحلوه تعودنا عليك شلون بلوه',0
wakha makanhdarch m3ak bazaf walakin kancht kanchof l statut dyalak kana3raf bili raki cava o fmoda ta9ta3ti hhhhhhhhh,0
"لماذا لاتقبلون النقد ولو كان بنائا؟؟""""""""""""""""'",2
"“الفايق” وجه كلمة للمحكمة كيزاوكَ فيها باش ياخد السراح بسباب حالتو الصحية وهيئة دفاعو قدمات الملتمس,",1
من وجدة العيون الشرقية كلنا مع محسن فكري,0
انه شيعي نعلة الله عليك استمتاع باختك ام امك يا حمار الزواج على سنة الله ورسوله',2
الفلسفة بريئة من هذا المجرم...لقد استراح العالم منه العقبى ﻷمثاله من الظلاميين',2
l2oghnia dyal chawki w souka m3ahom fiha two tone wa9ila p hadchi li ban lia w lah a3lam ^^,1
يعجبني فيك صدقك وإخلاصك...كنت حكيما في قراراتك وفي البرنامج.',0
"وزيرة الانتقال الطاقي: مكنشريوش الغاز من اسبانيا وها شنو تافقنا معها.. وكنوجدو صفقات مع دول صديقة منها قطر باش نستوردو الغاز الطبيعي,",1
موفقة اختي عفاف في مسيرتك ومزيدا من التألق والنجاح اتابعك منذ مدة عبر الانستغرام ما شاء الله عليك قلبا وقالبا﻿',0
"منهم شركات دولية متخصصة فالتنقيب وإنتاج الكَاز.. بنخضرا: شركاء المكتب الوطني للهيدروكاربورات والمعادن غادي يحفرو 27 بير,",1
واخا تبكي ذم أ سي بنكيران,2
هذه القناة هي اصلا قاطعها المغاربة لانحرافها عما هو موكول لها.ففي افلاسها ليس خسارة للمغاربة بل تحررا من البرامج المدمرة',2
"بعد زيارة سانشيث للرباط.. رئيس الحكومة المحلية ديال جزر الكناري حتى هو باغي يجي للمغرب,",1
كلنا مع بنكيران لاستكمال الاصلاح,0
ميزانية بالملايير و برامج اكثر من تافهة. والله لو تم النبش في كواايس هده القناة لرايتم العجب العجاب ولسمعتم ما لن يصدقه عقل . ولكن من يدري ربما انشات هده القناة اصلا لهدا الهدف . ',2
لن يجد المخزن حكومة مطيعة خنوعة منفذة و بالحرف لتعليماته مثل هذه التي يقودها تجار الدين,2
"أشكرك على صدقك و تفانيك وأسأل الله أن ينجيك من كل سوء وأن يجعل لك طريق لنجاح. إنه سميع الدعاء.""""""""""""""""'",0
كلنا محسن فكري😢😢😢😢,0
o fin hiya sbah khir ga3ma 9oltiha hhh,1
مجلة “VOGUE” دارت أشرف حكيمي وصاحبتو هبة ابوك فغلاف العدد الجديد,1
وانظر الى نساء فلسطين فأتعلم التضحية',0
"@user @user Bien sur , ghadi nmchi l3roubia land w nkhtfo",1
"خاص. بنموسى مواصل الحوار مع النقابات على النظام الأساسي لقطاع التربية والتكوين.. علاكوش لـ”كَود”: كنشوفو التجارب الدولية اللي ناجحة فهاد المجال وهدفنا كلنا هو تطوير المنظومة التعليمية والحفاظ على الحقوق المكتسبة,",1
و لا توجد في واقعنا المرير',2
رائعة موفقة نشالله من نجاح لنجاح',0
"@user Hahaaaa, enjoy, mazal dokhli l me39ol w ghadi t3aawdi tfekri mezian f hadchi li golti",1
kankhaso idir m3aah shi dwisk dyal shayfeen hhhhh,1
دابا في المغرب كاين غير صايتي و الاشباح و صحاب البزولة و البيجيدي ',2
"روسي عايش فالمغرب مورط فپيراطاج ديال مكالمات دولية.. شداتو “لابيجي” فحي المسيرة فتمارة وها كيفاش تفضح,",1
@user @user wayehh nari ana awal mara kansma3 hadak lklam lkhayb hna bazz lihom kifach ghadi i9adro ina3sso ms lhmd kayna bloque,2
ibtissam i3mil li follow darori,1
@user @user @user a wadi fako 7rirtkom m3a charaf bent 3ad jiw hadro 3la sidkom,2
رائع مازال كاين ناس قلبهوم مزيان وبغاو لها الهير رغم مجرد تجربة اجتماعية',0
امرأة سياسية محنكة.جديرة بالاحترام والتقدير,0
@user @user @user @user rah ghadi tkon ghir Ma39altch 3droha,1
@user f adak lw9t kan dak msn plus kai enregistrer ga3 les conv hak wahd l’échantillon https://t.co/dfA6i7Dzs2,1
@user @user 7ta ana yalah 2 li sam3o mani,1
احسنت القول كل من له عقل ناضج يتقن تحليل الامور سوف يعرف ان كل اصلاحات بنكيران في المستوى,0
+126 حالة جديدة +43 حالة شفاء +1 وفاة كورونا_المغرب,2
depuis midi ya un seul truc dans ma tete mafya mannod njeffef rwina li dert lbareh 🤡,2
ga3 hakdak ms fans kaystamd l9owa mno iwa howa wslatlo l3dem oklamna makaywsloch ohowa 3ya ohoma kaylm3o li bghaw nb9aw nchofo,2
لماذا العرب لا يفلحون إلا في الشعارات والتنديدات أما القرارات الموحدة والصائبة يفشلون فيها ؟ كم حلمنا بقرارات موحدة جريئة !!!لك الله يا قدس!لك الله يا فلسطين ! ',2
وانظر الى شبل فلسطين فأتعلم النضال',0
@user @user c vrais hna f maghrib nmouto 3lihom l 2 basoum and saloum,0
"مزرعة سرية ديال “البيتكوين” والاتجار فالمخدرات والسلاح وتبييض الاموال ورطات مغربي مع ريزو اجرامي كبير فاسبانيا,",1
حمامة بيضاء وكفى ',0
على فين يا قمر',0
"الفلاحة هاد العام.. كثر من 50 فالمائة من محصول الحبوب ضاع و352 ألف هكتار حالتو سيئة,",1
rah ntoma li msalyin katjawbohom khlihom inbhohta i3yaw gha insaw o chms makatghtach b lghorbal,2
@user dkhol categories we khtar singer ghadi ytel3olek chkoun lewel we chkoun tani,1
وفقك الله لولاية اخرى حقاش مكينش محسن منك',0
#SouhailaBenLachhab kounek kawiya ya bent beladi ...sahtak avant tous ...bach yechefi belkhaf w tehaki holmek w diri haja kebalhoum kaml,0
"@user yes please, o ikon shi rajel zwin bezaf",0
"ضربة جديدة غادي تزيد تهبل البوليساريو والدزاير.. خارجية إسبانيا نشرات خريطة المغرب كاملة,",1
الجمهور ديال ريهانا كاعين ومعاجبهمش الحال حينتاش جوني ديب غيخدم مع النجمة ديالهم,1
"ضربة صحيحة.. بوليس العيون شدو مرا مدوزة أكثر من 11 كيلو ديال الحشيش فالكار,",1
mrach7a mais taswit mansawtoch daba hta n3afo dak chi m3adal mazyn just mon avi,1
hhhhhhh wakha a lala wa mara mara rachiiina bel jadid 😂😂😂,0
i love you too babe allahoma 9asse7 wala keddab 3arfni mankhafch 3la macha3irk ngoullik fra raha katkdeb 3,0
tbrk allah 3la a7la w arwa3 fananatyn mghribyatyn mazidan mina ta2alo9 yarbi,0
اوا سيرو تخدموا راكوم كتحيدو الدم لعباد الله فالعام والخاص ماكاتحشموش ',2
"تفكيك ريزو فوجدة كيزور ضواصا للحصول على الفيزا.. من بين الموقوفين كاين أعضاء فجماعة العدل والإحسان – تصاور,",1
"أسوشيتد بريس: بلينكن لحكام الدزاير: قادو اموركم مع المغرب وحدو علاقتكم مع روسيا وها باش جاوبوه,",1
السعودية الحاجة الوحيدة لمحتاجة من المغرب هم العاهرات المغربيات',2
chokran awi ya habibti we lkol fans habibitna dina we tab3an hanan we dina agda3 sohab,0
الحسيمة اعطوا اليوم درسا في المواطنة والرقي والنخوة، مودة لا تشيخ ايها الشامخون,0
nkbo wla mankdboch haak chgholbna siri sawti akhti wiha frask,2
-Nsiti nhar slkhti lhench bzit leoud? -Ya latif ya latif baqi eaqel eeliha?! Wa rani tebt l llah -Wa sir dir lik wahd khfifa w nees trtah,2
باركة علينا بزاف شوفو الناس فين وصلوا واش الامزيغي ممزوجش من العربية واالعربي ممزوجش من الامزغية ادوها في ريوسكم وخدموا بلادكم ',2
3adrak akhti wlh ana gotlkom chi wehdin fhad tag khesshom hada,1
ماشاء الله على شباب الحسيمة رجال من صلب الرجال,0
اللهم انصر الاسلام والمسلمين في كل مكان القدس عربيه وستبقى عربيه وعاصمه فلسطين يارب احميها',0
maftakhra bladha ou twari lnas ro9iyna ba3d chouha dyal chi brahach bach thabab nas aktar flmaghrib man khilalha,2
spoil dyal bssah rah msehto tkt xd,1
@user la Hya 3tadrate Hit Howa Fham 3ala9tha b ihab ghalat Hyaa bayna tmut 3la abass O Plz Khliwha hakka b3do ihab howa li mdrour,0
ana jit ngoulikoum chnou sabab fdakchi li w93 f tiran,1
HAHAHAHA FIN MA N7L TWITTER NLQA NUDES NASS QBILA CHAFOUNI MSDOUMIN,2
هههههه حتا أنا كيتزادو وينقصو عندي.,1
ach dakhal lalak zineb hta hia souka zineb jaboha badra3hom ntoma chtaharto rir balmawdou3 dial lwataniya msakan,1
hanta tchouf ghadi ykhrjo fiha dnoubna hhh,2
@user Hnikat mode on...o l7ya hiya kulchiii raki 3arfa,0
انا متضامنة مع سكان الحسيمة بسبب طحن مواطن في شاحنة الازبال حسبي الله ونعم الوكيل,0
mn hadchi kaml dima raja,0
الوداد تعادلت مع التواركة فدونور,1
d9at l9elb ghadyin b tempo t9il li ghay fhemni rah 9lil,1
hhhhhh 7it nti bayna katbani lihom hadok ra dima 7adyiin tag,1
وقفة لا تنتهي في الحسيمة حتى يعاقب مجرم,0
bla manbda nshkor likom fdakshi li jay inshaalah ghankhalikom ntoma thakmo olahla ihachamna and,1
الحمد لله طاير عقلنا بأغنيتك',0
"مجلس المنافسة غيحقق فارتفاع الأسعار.. اختار 13 مادة باش يعطي رأيو فالموضوع,",1
bghit ngoul likoum un truc matfar7ouch bezzaf w ghanfkrkoum apres 😈😈,2
تستاهل تكون على راس لحكومة,0
had khatia mo2amara massonia bach ykhrjo 3lya,2
li anani ana reda masandoch,1
@user kol waad diha fi rah hta fan hanane masahalch kisab o hanane mochkiltha m3a lmgharba mchi ihab fanz ihab,2
kelma 2 taygolo shour baz 3la wjehom w houa wakhdin ja2eza oula f chodod,2
nta hoa dak maghribi saloumi tiskati wla chi jassous chirir hada hahaha,1
chno logiciel li katkhedmi bih bghit ta ana ndir tasamim,1
sa7afa d l9lawi qui partage la video des enfants avant dakchi li w93 a bouzni9a,2
la ana 3andi mihrajan tili9ad hhhhhhhhh a7ssan mihrajan fel 3alam tili9ad hhhhhhhhhhhhhhhhhhh,1
@user plz l youm akhir ajal o lfari9 bssit bin ihab o raph khsso kolchi ysswt kter men marra,1
sana hilwaaaa ya gammiiil lt3 l39baal l 100 ^^,0
hhhhhhhhhhhhhhhhhhhhhh ana ga3ma sma3tt ach kant kat9oll kanrakazz ghir m3a zineb oyassmin ochirine,1
ظاهرة الانتحار صارت في ارتفاع خلال الشهور الأخيرة.ما السبب؟',2
ouii rah chefthom tbdelo haka hsen taykherjo dik sa3 so9hom hadak,0
اخنوش احسن وزير في المغرب هو و السيد مولاي حفيظ العلمي .. يشتغلان في صمت .,0
قلها لكرك يا ولد القحبة و كن كنتي كتعرف الموت ما تديرش السياسة اصلا يا ولد المنافق الجيعان,2
@user iyeeh ntbto hawlo dkhlo liha o chofo wach atrj3o 3la rjlikom,1
انا شخصيا محمد 2002 مابقايتش تانتفرج فيها ',2
تعاون تجاري واقتصادي جديد جاي فالطريق بين المغرب والسعودية,1
احسن لاعب في أفريقيا ',0
hta ihab kan mdlol sohila mais magolna waloomahafdx naxid lwatani dyal blado omagolna walo makay3awanx hanan omagolna walo,1
chofi lfc dialek rah sifet likmessage rah kayen wa7ad akhor 7ta howa bgha num w num dial fatina tafi,1
bsa7tak ya li f lgharba,0
الرجاء هاجت على السوالم وقربت من مقدمة البطولة,1
hhhhhh had chi kolchi 3rfha hit galha f fb,1
طنجة والزاكي قراب من الفراق,1
بالفعل..... فالحياة لا تحتاج للتعقيد',0
روعه ياعاشق ',0
سنصوت على السي بنكيران إن شاء الله رجل الثقة بامتياز غير كونوا هانين,0
si tu tweets o nta sahi rak ghir katkhawer,1
سلام... على المنبطحين .',2
trans almou nta w zhrak t9dar tti7 f wa7d jdid 7ssan mn ctm c+ o t9dar tti7 f wa7d kfass mn trans kam 7ni9za 😅,1
hanane hbiba rah redone dar lik follow fe instgram,1
اختي نجوا انتي إنسانة اعطاكي الله قبول فحافضي عليه وتدكري دائما مقبرة الفنان هي الغرور.',0
3tini rabit barayt hla yrbo7hom wahadak rah machi malha layli,2
كلاهما ابناء هدا الشعب لا فرق بين محسن فكري ولا سعد المجرد الفرق أن لكل منهما قضيته الخاصة,0
و الله حرام دكاترة في الشارع يحتجون في حين ان الخصاص مهول في الجامعات',2
akeed fananat l3arab l owla mahboubat lmaghreb wal jaych tiskati,0
@user @user ilaa 9aalet ibtissam klmaa 3aaayb f dik ldal t9daf fcharafha okhadra maskha ana nssahebmn da3 ibtissam :),2
modric men 7e9o ibouss ay haja f had la planète,1
لم تمر مدة طويلة على استقبال مجرم صهيوني في البرلمان.والان يصدحون بالشعارات ضد اسراءيل وامريكا . منتهى النفاق ',2
"لشكر بالصحة و الراحة تستحق وسام مخزني بجدارة و استحقاق""""""""""""""""'",0
joyeux anniversaire ma chérie sokaaaaaa 3o9ba l 200 ans w tha9i kol ahlamk inchallah🎂🌸💕😍😍😍😘😘😘💃💃💃💃🎀💋,0
لم يتم إستيراد هذه الدمى إلا بموافقة حكام الدولة ، فما ذنب المواطن.  أعد النظر,0
حظ موفق لمنيب,0
7ssana gha credit o tab3ina wlad l9hab,2
ach kayn albnat mafhamt walo,1
kiban liya stormy kid7ak mn hna ana,1
plz ya fanz khasna nechro lcompte dyal souhila f ga3 les site rah les autre candidats 9rbo ywsslo l3adad dyal les followers li3ndh,1
sabir@user lmohim ana kanatsanak tji 3andna nhar sabt darouri nchofok http://t.co/NxPeeXUJyw,1
makin ghir tamara 7ata 3yina derb omar,2
fach katjeri fl 7elma,1
anti ya annissa ba3ida kolla lbo3d 3an lfahm l7a9i9i w wad3 l omour fi nissabiha,2
l show li kan la 3al9a madertch tamanyaton,2
Marrakech khawya. Koulchi mcha l ifrane 👌🏻,1
بنكيران الف الكرسي وفتن بالسلطة وبكاؤه لن يفيده امام الله,2
mafhemtekch mzyan ach li bayen,1
ma 3endnach la tv li t9der dirha mni kant la3ba zamalek tma m3aha nit nile ne9lat lmatch,1
"خاص.. سابقة من نوعها فالجامعات المغربية.. المرابط المقرب من “البي جي دي” غادي يعاود يترشح على راس جامعة فاس وترشيحو تسبب فجدل قانوني,",1
حلوة يانجوي',0
مبروك على الناجحين',0
الجديدة ضيعو الرباح فديربي دكالة عبدة ضد آسفي,1
تحية كبيرة لأبناء الحسيمة على وعيهم,0
لاحولة ولا قوة إلا بالله العلي لوكنأ مؤمنون وكنا نفعل ماآمرنا به الله ونعطي لكل ذي حق حقه والله ما ضاعت منى القدس الشريف ماذنب هذه الاطفال',2
استقالة الحكومة الملتحية ضرورة,0
#StaracArabia #Suhailabenlachhab Ihab Rajaal galha hachtaygolo fdahrek taygolo 3lik momtila ogalha daf3i 3la rassek,1
hhhhh chnahwa 3rfti o nchdha nkhrj mnha l onota dyalha,1
"الأغلبية الحكومية كتوجد لاجتماع غدا قبل الدخول البرلماني وها البروكَرام,",1
رغم فرحة التأهل ، رغم مرور الوقت سوف تبقى في قلوبن',0
الف مبروووووك التكي تاكه ظهرة في هذه المبارات',0
قليل لعارف بلي بنكيران هو عدو للامازيغ,2
"إسرائيل دعمات الوحدة الترابية للمغرب ونوهات بموقف إسبانيا الجديد من ملف الصحرا,",1
"الداكي: الأمن الدوائي رجع من أولويات الحكومات والأمن الغذائي ماعندو فايدة بلا صحة والدولة خاصها تكون قادرة على تأمين الدوايات الأساسية للمواطنين,",1
yemkan ma baghachi sol7 ana hdartlek 3la hadok li ma3andomchi prbl o ana ma3andich mochkil m3a ihab 3andi m3a hadok li,2
hanane bent bladi olehbiba diali taj fo9 rassi,0
w matjich m7ms bzaf latskhf kif nabil msloub,1
ماتو جدودنا و ماتو والدينا و رانا خايفين نموتو و نخليو ولادنا تلعبو بيهم كيما تلعبو بينا..... المسلم أخو المسلم.',2
wa melli 9al liha natrinik ya3ni rah safi mtaf9in w kolchi mohim 7na natrin ta 7naya m3ah hhhhhhhhhhhhhhhhh,1
hadi ghir petite balade onta chadditi tri9 mawafatek bernoussi mawa9fatek ain 7arouda 😂😂,1
إحنا متحدون مع جلالة الملك محمد السادس نصره الله لإسقاط الفساد,0
@user @user @user w nti so9ak dir likat wla lgharam wla dir li bghat ach 7ra9 chtatek nti rah chftak katiri,2
hahahah yes youre right p knt dik sa3a sghira aslan jadore et you can dakchi mkharb9 maghay9rahch ga3,1
amina ana fakhora fik bzaf a bent bladi,0
3adii rah t7erjat b9at t3ewej 7ta jabtha f rasha,1
o layam 9odamha t3amel m3a nass mohhimin f nadarek,0
علميا يمكن ان نبرهن وجود الاشباح لكن ما عليك الا ان تطل على قبة البرلمان وستتفاجأ بوجود اشباح .,2
واكواك الحق على دولة,2
@user @user B9a lih chwia o ibkii,2
متولي شكا الرجاء للجامعة حيث البدراوي سد عليه كاع الأبواب,1
Fati Allah yn3aal li jabek ou li mdakhlek,2
fi silsila maghribiya btitza3 firamadan ismha lcouple hiya silsila comidiya bitmawit di7k abtalha kbour andch3aybiya,0
maymknch dkhli l mghrib db,2
@user @user waalo ghir kanssafiw khwater o safi .,0
3arfa abs momkin irja3o aw hada 7sab fake,1
البوليساريو لا يمتلون الصحراء والصحراوين. البوليساريو هم شردمة من الانفصاليين أصحاب فتنة يمتلون أنفسهم فقط. أما بالنسبة للصحراويين فهم مغاربة شاء من شاء و ابى من ابى',0
hani alhbiba jit kan 3ndi darf omakhlanich ndkhal min lbareh merci 7itach sawalti,0
كلنا فداء للوطن مع محاسبة المتورطينن في ما يقع في الحسيمة,0
كلنا محسن بائع السمك  الحسيمة,0
وما هو دوركم إذن ؟',2
الله يعطيك صحة الاخت منيب,0
امشيو البرلمان ومجلس المستشارين ويختارو كاين شي حمير تماك ع ناعسين يخدوهم فابور,2
"35 سنة ونحن نعيش الحلم , والله العظيم لن نتغير لا بعد نجاح البيجيدي ولا البيخيدي ولا ,,,,,",2
الجدارمية فمولاي يعقوب حصلوا طوموبيل فيها كميات كبيرة من الحوت الفاسد -تصاور,1
هداك اندونيسي اما العربي فيستغل الاعاقة في التسول',2
had la faute ma chafha had illa nta olhakam,1
"تقرير رسمي على الحق فالصحة.. بوعياش: فيه ركايز جوهرية لبناء وهندسة استراتيجية وطنية قادرة على ضمان الحق فالصحة لكَاع المواطنين,",1
ان يستقيل وباركة على الشعب من هدا الخزعبيلات بينة نحاسبو وماشي نتحاسبو حنة على كل حكومة فاشلة,2
يخطو بثبات هذا اللاعب ♥♥ انا متاكد سيكون له شان كبير .',0
هذا كله لا علاقة له بالحقيقة . الحقيقة الواضحة والمرة هي ! بيع حكام العرب للقدس',2
"البق ما يزهق.. 210 كاميرا من الجيل الجديد ولات حاضية كازا بعد تدشين أكبر سونتر أمني للمراقبة فالمغرب,",1
انا استغرب دولة كبير كالجزاير وملعب تشاكر عيب وحرام,2
اظن ان مشكل الصحراء سوف يبقى بدون حل,2
القدس عربية إلى أن يرث الله الأرض ومن عليها ',2
@user @user oui 3jabni bzef knt khayfa mais daba hamdoLAH bayn top,0
@user @user @user khti walah ma9sadha bilah l3adim w dima kigoliha ana bghitk nti di la9ab,1
"@user Chewiya, ngolo vendredi li zwin fih kasakeso",0
bonsoir mr waleedmar7ba o sahla 3ndna,0
deja wa7d l wa9t al maghrib kan msta3mar man lespagne,1
"صندوق النقد العربي : المغرب عندو 4 أفضل اقتصاد فترتيب التنافسية الاقتصادية بين الدول العربية,",1
hhh wach kayhdar 3la bloque awili maymknchh akhayy ndirha lik ila ana nta rak 3ziz,0
منك لله يا ترامب ربنا كبير وقادر على نصر فلسطين الله منتقم جبار',2
: عيد الحب بقات ليه يومين كل عام وحنا ماشي سوقنا 😂😌,0
لا للفتنة بلدنا بلد آمن ومستقر والحمد لله تحت نصرة ملكنا محمد السادس عاش المغرب آمنا ان شاء الله,0
@user @user @user La y n3al jed babak lkelb tu clc pour un like sale trdbl 😹,2
الله يحفض وطننا وملكنا محمد السادس نصره الله والله يطول في عمر يارب العالمين ويحفظ الأسرة الملكية,0
ف 24 ساعة.. أمن العيون دار الشطابة لتسعة روشيرشي,1
لوكان بنكيران حاضرا لكان البرنامج ناجحا مئة في المئة تحية لقناة مدي1,0
فعلا،عودة الحزب للمعارضة ليست مشكلة ابدا لان لديه اتباع كثيرون جدا،ستفكر الحكومة الف مرة قبل اقرار اي شيء يستفز العدالة و التنمية,0
@user hhhh khlihom yenbeho homa 3ela ljahel dialhom mesiftin wazir lpetrol taklakht nass kayjibo wazir lkharijia o homa jaybin hadak,2
wa souka habouba bghitak ila kat3arfi diri vedioat diri chi vedio bissm lkhadrawiyin lpatricia bi monasabat 3id miladha,0
"الحكومة غادي تتكلف بالماكلة ديال الأشخاص اللي كيتشدو فالحراسة النظرية وها التفاصيل,",1
تتبرج و تنشر الفاحشة طز فيك و في الامريكان',2
@user akid ncha Allah 9bal mykhrjo men l academy n9dro nwsloha l million,1
اناس اكثريتهم ذوو قلوب غليظة مصفحة لا يفهمون ماهي الانسانية',2
masai alghir ana fakhor bik bazafe marhabane bik ilabghiti jawbini 💞💞💞💞💞,0
ghani maghribi ahobi 3afak khtari nti mn 3andak besous,1
@user wah et had l3am zwin hit nti m3aya wayob ntouma ghalyin 3la 9lbiii oui,0
a3taref annai ndmt 3lach 3tarft akhir 3tiraaf hhhhh,1
dawiw ma3aha tafi9 chwia rah fi dar ghaflon radi takharj 3ala bantha,2
ana wesehabi lemout dial dahek,1
loll genre on est laa pareil f zanzibar samdi dernier,1
العماري ياك مابلوكوني ياك مبلوكوتوني ياك مبليكوطيني ههههههههههههه,2
chi w7din f tag kay9olo ana mgharba ma kaykhlsohomch mzian w 3lach elissa takhod ktar mn statiw kaykhesro lina flossna blabla,2
هاد خياتنا باغيين يفرقوا المغاربة بأي طريقك',2
binissba ll mohajabat diri a kawtar chi haja 3la li bala hijab,1
@user ana matdart walo kan9ol chno kayn ana mana9darch nafdah chi insan mano lah,2
شوف هاد ولد الحرام عندو الصبر ديال شي حيوان مفترس ... هدا النوع ديال المجرمين خطير بزاف',2
كل نهار وحدا دولة لازم تتدخل تمنع مغربيات من العمل منزلي في دول الخليج غي توصل يحيدو ليها جواز سفر كتبقا فديهم بحال المونيكا لي فدرب عومار يديرو مبغاو,2
@user AY HAJA TJI M3AKOM WKHOSOUSAN ILA KAN FIHA HARF L9AF :D,2
Amanegativei Sadek يقدر ميكونش هو رئيس الحكومة حيت قالك عاملين فحال القط والفار هههههههههههههه,2
@user hbiba ila katchaj3i souhaila ok hta hna nabghiwha mais anak tji t3ayri fhanan ou bkalma khayba ach had lmostawa khliwha fhalha,2
فهاد لبلاد مبقا ميدار لحمير هما لقيدين سفينة ولي هدر على حقو مشا يغبر فلحبسات',2
للاسف الدولة اعطت الاولية والاهتمام بابناء الخونة ،،,2
tali9 ila bisadara tiksatttttttttttttttttttt ibtissam,0
...ﺣﻔﻈﻚ ﻟﻠﻪ ﻭﺭﻋﺎﻙ ﺳﻲ أبد الحفيد',0
أفضل لاعب في عبر التاريخ',0
"@user Ana Machi Sahel""""""""by Saad Lamjarred",1
awiili bassah ibtisssam 3end tamer hosny wela ghir icha3a,1
we ashabi ymchiw y9wdo ntfrj f abo lmasamis hhh,2
oisala fi nihaya kariban 3ala hodod ikhoi algerer help me honak dolm hogra kam3 fakre intihak hokoki ana mohadad fi maghrib,2
khesso doliprane suppositoire men pharmacie elbaraka hoi li i9dar icalmih chuia,2
منير الحدادي لاعب بدون روح وطنية ،',2
خطة المدرب فشلت.',2
"دعم العلف. كيفاش المدير الجهوي للفلاحة بكازا مضارب على تطبيق القانون وشي مديريات اقليمية مخلية الفلاحة بلا نقل بلا ترانسبور,",1
ghir kheliha 3ellah mais makandenx anaha tzewjo yla kant ba9a bagha tb9a flentertainment industry makandenx raba9i 9edamha bzf,1
@user Ana mojoda lwa9t li bghiti,0
@user @user li mabghitich t3amrih kteb none,1
كـبرنا وأكتشفنا أن الدواء ليس عصيراً ...',2
raphaël et hanan mabrok ala diyo akbar nisbat mochahada o ghazi amir et hesin jasmi ajbtoh,0
@user @user @user @user blamatchokay a 5ti da7ki o 5ali danya d7ak lik nsay 3lik bnadm o ach yktbo,0
dak lwld li lfou9 kan f shra dyal rass l3am yak lol,1
ana zahri nassini 3lik ntiya ma jiti,1
تحية خالصة لإخواننا في الحسيمة تبارك الله على شبابنا واصلوا الكفاح لا للظلم والحكرة,0
رغم انجازاته الكبيرة الرياضية، إلا انه. تنقصه الاخلاق وهو ليس بقدوة.',2
#SOOMPIAWARDS #TeamBTS wache ana bohdi li kansawat bayna bohdi,2
جمعة مباركة على الجميع',0
@user hhhh whd jaw zwiin wakha ghir fdar bhala f jame3 ...,0
@user @user maghribiya knt jat f arab got talent ktchtah hindi ..tbedlaaat chofi 3adad les j'aimes ftssawer waaw!,0
النفاق السياسي بين شفيقا عين الشق البرلمانيان المتطاحنان ..لعداوة تابثة و الصواب يكون !,1
klamk hwa lkbir a bro walakin ra maghayrb7och,2
@user @user chwiya ta jat dik faroha ...makhalat ma9alt .obtabi3t hal massektoch lihaa o hna bda sdaa3 ....o ana mni hdrt m3aha,1
